,date,channel,spend,impressions,clicks,conversions,revenue,Click Through Rate,Profit Per Ad,Conversion Rate,Return on Ad Spend,month
530,2024-05-12,Instagram,320.61,5984,263,9,390.64,0.04395053475935829,70.02999999999997,0.034220532319391636,1.2184273728205608,2024-05
531,2024-05-12,Email,129.26,6792,726,127,2217.75,0.1068904593639576,2088.49,0.174931129476584,17.157279900974782,2024-05
532,2024-05-13,Google Ads,523.17,13532,987,119,2443.11,0.07293822051433639,1919.94,0.12056737588652482,4.669820517231493,2024-05
533,2024-05-13,Facebook Ads,562.82,2360,122,2,41.01,0.051694915254237285,-521.8100000000001,0.01639344262295082,0.07286521445577626,2024-05
534,2024-05-13,Instagram,294.3,10587,447,16,435.21,0.04222159251912723,140.90999999999997,0.035794183445190156,1.4787971457696227,2024-05
535,2024-05-13,Email,161.62,4786,510,88,1336.35,0.1065608023401588,1174.73,0.17254901960784313,8.26846924885534,2024-05
536,2024-05-14,Google Ads,257.51,10557,648,67,2158.16,0.061381074168797956,1900.6499999999999,0.10339506172839506,8.380878412488835,2024-05
537,2024-05-14,Facebook Ads,412.02,11597,458,39,1992.25,0.0394929723204277,1580.23,0.0851528384279476,4.8353235279840785,2024-05
538,2024-05-14,Instagram,331.98,2920,194,11,338.4,0.06643835616438357,6.419999999999959,0.05670103092783505,1.0193385143683353,2024-05
539,2024-05-14,Email,174.65,12586,1099,172,8536.73,0.08731924360400445,8362.08,0.1565059144676979,48.879072430575434,2024-05
540,2024-05-15,Google Ads,333.13,7411,348,41,2152.52,0.04695722574551343,1819.3899999999999,0.11781609195402298,6.461501515924714,2024-05
541,2024-05-15,Facebook Ads,385.09,14613,473,13,265.59,0.03236843906110997,-119.5,0.02748414376321353,0.6896829312628217,2024-05
542,2024-05-15,Instagram,198.7,2975,177,10,382.32,0.05949579831932773,183.62,0.05649717514124294,1.9241066935078008,2024-05
543,2024-05-15,Email,66.26,14406,1440,204,5799.38,0.09995835068721366,5733.12,0.14166666666666666,87.52460006036824,2024-05
544,2024-05-16,Google Ads,436.13,14200,1220,102,5706.21,0.08591549295774648,5270.08,0.08360655737704918,13.083736500584688,2024-05
545,2024-05-16,Facebook Ads,412.06,14217,724,51,2432.11,0.050924949004712665,2020.0500000000002,0.07044198895027624,5.902320050478086,2024-05
546,2024-05-16,Instagram,326.52,3390,167,11,324.37,0.04926253687315634,-2.1499999999999773,0.0658682634730539,0.9934154110008576,2024-05
547,2024-05-16,Email,190.52,5385,597,95,3101.5,0.11086350974930362,2910.98,0.15912897822445563,16.279130799916018,2024-05
548,2024-05-17,Google Ads,346.25,12095,713,64,2875.87,0.05894997933030178,2529.62,0.08976157082748948,8.305761732851986,2024-05
549,2024-05-17,Facebook Ads,441.64,14222,561,24,260.21,0.039445928842638166,-181.43,0.0427807486631016,0.5891902907345349,2024-05
550,2024-05-17,Instagram,279.24,4104,193,11,273.99,0.04702729044834308,-5.25,0.05699481865284974,0.9811989686291362,2024-05
551,2024-05-17,Email,111.21,13140,1279,224,3985.86,0.09733637747336378,3874.65,0.1751368256450352,35.84084165093068,2024-05
552,2024-05-18,Google Ads,568.36,5169,234,31,577.14,0.04526987811955891,8.779999999999973,0.13247863247863248,1.0154479555211484,2024-05
553,2024-05-18,Facebook Ads,474.49,4173,127,12,475.01,0.030433740714114546,0.5199999999999818,0.09448818897637795,1.001095913507134,2024-05
554,2024-05-18,Instagram,269.92,3757,91,5,247.53,0.02422145328719723,-22.390000000000015,0.054945054945054944,0.9170494961470065,2024-05
555,2024-05-18,Email,60.54,11311,1371,226,2586.11,0.12120944213597383,2525.57,0.1648431801604668,42.71737694086555,2024-05
556,2024-05-19,Google Ads,467.0,3457,106,11,309.04,0.03066242406711021,-157.95999999999998,0.10377358490566038,0.6617558886509637,2024-05
557,2024-05-19,Facebook Ads,202.81,8929,424,34,1884.56,0.0474857206854071,1681.75,0.08018867924528301,9.29224397219072,2024-05
558,2024-05-19,Instagram,279.43,11189,361,24,430.86,0.03226383054785951,151.43,0.0664819944598338,1.541924632287156,2024-05
559,2024-05-19,Email,115.53,5514,532,78,2944.71,0.0964816829887559,2829.18,0.14661654135338345,25.48870423266684,2024-05
560,2024-05-20,Google Ads,242.58,12037,761,81,2792.72,0.06322173298994767,2550.14,0.10643889618922471,11.512573171737158,2024-05
561,2024-05-20,Facebook Ads,349.82,8786,159,10,393.12,0.018096972456180287,43.30000000000001,0.06289308176100629,1.1237779429420844,2024-05
562,2024-05-20,Instagram,258.33,3300,195,8,388.14,0.05909090909090909,129.81,0.041025641025641026,1.5024968064104054,2024-05
563,2024-05-20,Email,194.57,3972,430,50,1614.65,0.10825780463242698,1420.0800000000002,0.11627906976744186,8.298555789690086,2024-05
564,2024-05-21,Google Ads,235.44,11349,623,65,1233.75,0.05489470437924046,998.31,0.1043338683788122,5.240188583078491,2024-05
565,2024-05-21,Facebook Ads,163.91,14702,395,26,684.16,0.02686709291252891,520.25,0.06582278481012659,4.173997925690927,2024-05
566,2024-05-21,Instagram,169.04,11903,675,58,3207.63,0.05670839284214064,3038.59,0.08592592592592592,18.97556791292002,2024-05
567,2024-05-21,Email,74.06,5437,438,63,1878.18,0.08055913187419533,1804.1200000000001,0.14383561643835616,25.36024844720497,2024-05
568,2024-05-22,Google Ads,513.5,9069,576,81,840.31,0.06351306649024148,326.80999999999995,0.140625,1.6364362220058422,2024-05
569,2024-05-22,Facebook Ads,201.39,7142,287,20,877.72,0.04018482217866144,676.33,0.06968641114982578,4.358309747256567,2024-05
570,2024-05-22,Instagram,378.53,3949,202,9,202.89,0.05115219042795644,-175.64,0.04455445544554455,0.5359945050590442,2024-05
571,2024-05-22,Email,67.31,12500,1321,239,5134.26,0.10568,5066.95,0.1809235427706283,76.27781904620413,2024-05
572,2024-05-23,Google Ads,260.02,3750,275,45,907.25,0.07333333333333333,647.23,0.16363636363636364,3.4891546804091997,2024-05
573,2024-05-23,Facebook Ads,498.54,6590,182,14,157.22,0.027617602427921092,-341.32000000000005,0.07692307692307693,0.31536085369278294,2024-05
574,2024-05-23,Instagram,172.34,11660,509,17,720.35,0.04365351629502573,548.01,0.03339882121807466,4.179818962515957,2024-05
575,2024-05-23,Email,101.59,11451,1294,200,9573.87,0.11300323115885076,9472.28,0.1545595054095827,94.24027955507432,2024-05
576,2024-05-24,Google Ads,305.76,3056,135,14,252.08,0.04417539267015707,-53.67999999999998,0.1037037037037037,0.8244374672946102,2024-05
577,2024-05-24,Facebook Ads,256.95,2416,98,10,187.55,0.04056291390728477,-69.39999999999998,0.10204081632653061,0.7299085425179996,2024-05
578,2024-05-24,Instagram,272.81,3260,219,13,236.66,0.06717791411042945,-36.150000000000006,0.0593607305936073,0.8674901946409589,2024-05
579,2024-05-24,Email,184.45,11146,1067,159,8991.55,0.09572940965368743,8807.099999999999,0.14901593252108716,48.747899159663866,2024-05
580,2024-05-25,Google Ads,513.58,4980,364,46,1682.09,0.07309236947791165,1168.5099999999998,0.12637362637362637,3.2752248919350437,2024-05
581,2024-05-25,Facebook Ads,538.16,2076,69,1,40.26,0.033236994219653176,-497.9,0.014492753623188406,0.07481046528913335,2024-05
582,2024-05-25,Instagram,367.32,8367,478,42,1177.85,0.05712919803991873,810.53,0.08786610878661087,3.2066045954481104,2024-05
583,2024-05-25,Email,86.67,8659,1008,139,6305.95,0.116410670978173,6219.28,0.1378968253968254,72.75816314757124,2024-05
584,2024-05-26,Google Ads,332.19,4711,278,30,304.16,0.05901082572702186,-28.029999999999973,0.1079136690647482,0.915620578584545,2024-05
585,2024-05-26,Facebook Ads,488.98,10482,484,37,2211.06,0.046174394199580235,1722.08,0.07644628099173553,4.521780031903145,2024-05
586,2024-05-26,Instagram,191.27,13516,756,62,2073.28,0.055933708197691626,1882.0100000000002,0.082010582010582,10.839546191247974,2024-05
587,2024-05-26,Email,94.66,8734,606,94,4678.95,0.06938401648729105,4584.29,0.1551155115511551,49.42900908514684,2024-05
588,2024-05-27,Google Ads,249.31,4228,238,28,716.4,0.056291390728476824,467.09,0.11764705882352941,2.8735309454093296,2024-05
589,2024-05-27,Facebook Ads,159.42,14263,680,50,1703.85,0.04767580452920143,1544.4299999999998,0.07352941176470588,10.687805796010538,2024-05
590,2024-05-27,Instagram,141.73,6824,397,17,376.61,0.05817702227432591,234.88000000000002,0.042821158690176324,2.6572355887955976,2024-05
591,2024-05-27,Email,78.35,2868,294,46,2285.85,0.10251046025104603,2207.5,0.1564625850340136,29.17485641352904,2024-05
592,2024-05-28,Google Ads,810.45,2907,155,3,172.33,0.053319573443412455,-638.12,0.01935483870967742,0.21263495588870382,2024-05
593,2024-05-28,Facebook Ads,408.52,2854,99,6,193.42,0.034688156972669935,-215.1,0.06060606060606061,0.47346519142269655,2024-05
594,2024-05-28,Instagram,357.46,6112,303,13,351.19,0.04957460732984293,-6.269999999999982,0.0429042904290429,0.9824595758966038,2024-05
595,2024-05-28,Email,53.81,13485,1470,200,2163.31,0.10901001112347053,2109.5,0.1360544217687075,40.20275041813789,2024-05
596,2024-05-29,Google Ads,530.75,9581,617,80,4219.81,0.06439828827888529,3689.0600000000004,0.12965964343598055,7.95065473386717,2024-05
597,2024-05-29,Facebook Ads,734.24,9507,357,12,712.73,0.037551278005680026,-21.50999999999999,0.03361344537815126,0.9707044018304641,2024-05
598,2024-05-29,Instagram,321.23,5151,207,14,379.65,0.0401863715783343,58.41999999999996,0.06763285024154589,1.18186346231672,2024-05
599,2024-05-29,Email,111.33,10637,976,152,6792.62,0.09175519413368431,6681.29,0.1557377049180328,61.01338363424055,2024-05
600,2024-05-30,Google Ads,369.9,8672,397,41,742.63,0.04577952029520295,372.73,0.10327455919395466,2.0076507164098407,2024-05
601,2024-05-30,Facebook Ads,414.32,4485,134,11,464.28,0.02987736900780379,49.95999999999998,0.08208955223880597,1.1205831241552422,2024-05
602,2024-05-30,Instagram,207.54,10723,284,7,176.2,0.026485125431315863,-31.340000000000003,0.02464788732394366,0.8489929652115255,2024-05
603,2024-05-30,Email,95.56,10429,943,138,4235.58,0.09042094160513951,4140.0199999999995,0.14634146341463414,44.323775638342404,2024-05
604,2024-05-31,Google Ads,437.45,3787,229,29,397.81,0.060470029046738843,-39.639999999999986,0.12663755458515283,0.9093839295919534,2024-05
605,2024-05-31,Facebook Ads,201.02,13481,538,16,832.25,0.0399080186929753,631.23,0.02973977695167286,4.140135309919411,2024-05
606,2024-05-31,Instagram,114.55,2967,163,6,245.21,0.0549376474553421,130.66000000000003,0.03680981595092025,2.1406372762985595,2024-05
607,2024-05-31,Email,96.96,3042,310,42,2089.78,0.10190664036817883,1992.8200000000002,0.13548387096774195,21.55301155115512,2024-05
608,2024-06-01,Google Ads,475.51,6254,397,49,2320.08,0.06347937320115127,1844.57,0.12342569269521411,4.87914029147652,2024-06
609,2024-06-01,Facebook Ads,406.79,9297,466,42,1941.26,0.050123695815854574,1534.47,0.09012875536480687,4.7721428747019345,2024-06
610,2024-06-01,Instagram,318.48,5898,284,12,441.69,0.04815191590369617,123.20999999999998,0.04225352112676056,1.386868877166541,2024-06
611,2024-06-01,Email,175.55,2968,313,58,851.73,0.10545822102425877,676.1800000000001,0.1853035143769968,4.851780119624038,2024-06
612,2024-06-02,Google Ads,510.05,3318,191,20,782.65,0.05756479807112719,272.59999999999997,0.10471204188481675,1.5344574061366532,2024-06
613,2024-06-02,Facebook Ads,452.73,3467,116,7,114.03,0.033458321315258145,-338.70000000000005,0.0603448275862069,0.2518719766748393,2024-06
614,2024-06-02,Instagram,597.76,8644,458,7,266.82,0.052984729291994444,-330.94,0.015283842794759825,0.4463664346895075,2024-06
615,2024-06-02,Email,61.01,7361,690,92,2107.51,0.09373726395870126,2046.5000000000002,0.13333333333333333,34.543681363710874,2024-06
616,2024-06-03,Google Ads,572.47,2516,147,19,388.24,0.05842607313195548,-184.23000000000002,0.1292517006802721,0.6781840096424266,2024-06
617,2024-06-03,Facebook Ads,274.86,5971,303,22,474.35,0.050745268799196115,199.49,0.07260726072607261,1.7257876737248055,2024-06
618,2024-06-03,Instagram,379.54,9697,489,24,793.61,0.05042796741260184,414.07,0.049079754601226995,2.0909785529851925,2024-06
619,2024-06-03,Email,99.92,3480,348,46,503.25,0.1,403.33,0.13218390804597702,5.036529223378703,2024-06
620,2024-06-04,Google Ads,391.28,7806,509,50,1255.71,0.06520625160133231,864.4300000000001,0.09823182711198428,3.209236352484155,2024-06
621,2024-06-04,Facebook Ads,216.41,3549,134,12,372.36,0.037757114680191606,155.95000000000002,0.08955223880597014,1.7206228917332842,2024-06
622,2024-06-04,Instagram,326.54,6612,429,18,378.03,0.0648820326678766,51.48999999999995,0.04195804195804196,1.1576835915967414,2024-06
623,2024-06-04,Email,199.63,11302,1327,190,7730.08,0.1174128472836666,7530.45,0.14318010550113036,38.72203576616741,2024-06
624,2024-06-05,Google Ads,272.45,3258,207,24,646.7,0.06353591160220995,374.25000000000006,0.11594202898550725,2.373646540649661,2024-06
625,2024-06-05,Facebook Ads,243.99,7501,374,27,1243.85,0.04986001866417811,999.8599999999999,0.07219251336898395,5.097954834214517,2024-06
626,2024-06-05,Instagram,231.3,5406,201,12,559.3,0.03718091009988901,327.99999999999994,0.05970149253731343,2.4180717682663206,2024-06
627,2024-06-05,Email,109.38,9891,973,103,1785.01,0.0983722576079264,1675.63,0.10585817060637205,16.319345401353083,2024-06
628,2024-06-06,Google Ads,292.69,11560,646,82,2065.0,0.05588235294117647,1772.31,0.12693498452012383,7.055246164884348,2024-06
629,2024-06-06,Facebook Ads,245.61,7022,307,23,654.35,0.043719737966391344,408.74,0.0749185667752443,2.6641830544358944,2024-06
630,2024-06-06,Instagram,321.19,4053,212,12,523.78,0.05230693313594868,202.58999999999997,0.05660377358490566,1.6307481552974874,2024-06
631,2024-06-06,Email,64.95,10749,1234,175,3842.71,0.11480137687226719,3777.76,0.14181523500810372,59.164126250962276,2024-06
632,2024-06-07,Google Ads,249.37,6444,409,50,1021.25,0.06346989447548107,771.88,0.12224938875305623,4.095320206921442,2024-06
633,2024-06-07,Facebook Ads,399.51,8786,413,39,1135.81,0.04700660141133622,736.3,0.09443099273607748,2.8430076844134065,2024-06
634,2024-06-07,Instagram,234.13,9712,389,22,888.45,0.04005354200988468,654.32,0.056555269922879174,3.794686712510144,2024-06
635,2024-06-07,Email,131.58,9224,1009,192,9037.72,0.10938855160450997,8906.14,0.19028741328047571,68.6861225110199,2024-06
636,2024-06-08,Google Ads,400.46,9328,490,78,3472.98,0.05253001715265866,3072.52,0.15918367346938775,8.672476651850372,2024-06
637,2024-06-08,Facebook Ads,280.55,5998,116,11,283.45,0.019339779926642216,2.8999999999999773,0.09482758620689655,1.0103368383532347,2024-06
638,2024-06-08,Instagram,350.52,6232,222,13,111.55,0.035622593068035946,-238.96999999999997,0.05855855855855856,0.318241469816273,2024-06
639,2024-06-08,Email,171.66,7362,713,109,4160.03,0.09684868242325455,3988.37,0.15287517531556802,24.234125597110566,2024-06
640,2024-06-09,Google Ads,210.47,2988,169,23,479.84,0.056559571619812586,269.37,0.13609467455621302,2.2798498598375065,2024-06
641,2024-06-09,Facebook Ads,458.22,11923,534,26,310.87,0.04478738572506919,-147.35000000000002,0.04868913857677903,0.6784295753131683,2024-06
642,2024-06-09,Instagram,351.49,5061,358,22,238.9,0.0707370084963446,-112.59,0.061452513966480445,0.6796779424734701,2024-06
643,2024-06-09,Email,105.09,11125,1216,218,3838.92,0.10930337078651685,3733.83,0.17927631578947367,36.52983157293748,2024-06
644,2024-06-10,Google Ads,290.42,9607,404,57,1773.23,0.04205266992817737,1482.81,0.14108910891089108,6.1057434061015075,2024-06
645,2024-06-10,Facebook Ads,473.94,6768,218,5,225.11,0.03221040189125295,-248.82999999999998,0.022935779816513763,0.4749757353251467,2024-06
646,2024-06-10,Instagram,336.56,5821,241,16,743.75,0.041401820992956535,407.19,0.06639004149377593,2.2098585690515806,2024-06
647,2024-06-10,Email,181.35,10085,861,126,1379.31,0.08537431829449678,1197.96,0.14634146341463414,7.605789909015716,2024-06
648,2024-06-11,Google Ads,597.07,11714,542,59,1895.44,0.046269421205395254,1298.37,0.1088560885608856,3.1745691459962817,2024-06
649,2024-06-11,Facebook Ads,436.27,10914,535,45,723.91,0.049019607843137254,287.64,0.08411214953271028,1.659316478327641,2024-06
650,2024-06-11,Instagram,195.96,6920,346,26,1040.97,0.05,845.01,0.07514450867052024,5.3121555419473365,2024-06
651,2024-06-11,Email,57.15,11412,961,143,1376.84,0.08420960392569225,1319.6899999999998,0.14880332986472425,24.091688538932633,2024-06
652,2024-06-12,Google Ads,558.46,4115,249,40,1106.71,0.06051032806804374,548.25,0.1606425702811245,1.9817175804892024,2024-06
653,2024-06-12,Facebook Ads,329.39,2283,74,4,96.22,0.032413491020586944,-233.17,0.05405405405405406,0.29211572907495675,2024-06
654,2024-06-12,Instagram,394.34,11225,454,40,1221.85,0.04044543429844098,827.51,0.0881057268722467,3.0984683268245674,2024-06
655,2024-06-12,Email,105.43,10488,1126,190,4343.31,0.10736079328756674,4237.88,0.16873889875666073,41.196149103670685,2024-06
656,2024-06-13,Google Ads,344.22,8756,595,78,2392.48,0.06795340338053905,2048.26,0.13109243697478992,6.950438672941723,2024-06
657,2024-06-13,Facebook Ads,430.39,8070,314,27,392.59,0.03890954151177199,-37.80000000000001,0.08598726114649681,0.9121726805920212,2024-06
658,2024-06-13,Instagram,150.8,3261,214,4,90.53,0.06562404170499847,-60.27000000000001,0.018691588785046728,0.6003315649867373,2024-06
659,2024-06-13,Email,133.14,9704,1077,139,5479.64,0.11098516075845012,5346.5,0.12906220984215414,41.15697761754545,2024-06
660,2024-06-14,Google Ads,244.14,4207,256,22,346.15,0.06085096268124554,102.00999999999999,0.0859375,1.417834029655116,2024-06
661,2024-06-14,Facebook Ads,487.88,7906,285,15,449.35,0.03604857070579307,-38.52999999999997,0.05263157894736842,0.9210256620480447,2024-06
662,2024-06-14,Instagram,388.94,4212,164,7,174.29,0.0389363722697056,-214.65,0.042682926829268296,0.4481153905486707,2024-06
663,2024-06-14,Email,192.24,11479,918,120,5203.89,0.0799721230072306,5011.650000000001,0.13071895424836602,27.069756554307116,2024-06
664,2024-06-15,Google Ads,554.96,6001,389,37,1169.58,0.06482252957840359,614.6199999999999,0.09511568123393316,2.107503243477007,2024-06
665,2024-06-15,Facebook Ads,430.47,8683,221,8,213.54,0.025452032707589542,-216.93000000000004,0.03619909502262444,0.49606244337584493,2024-06
666,2024-06-15,Instagram,246.08,10974,389,33,1289.81,0.03544742117732823,1043.73,0.08483290488431877,5.241425552665799,2024-06
667,2024-06-15,Email,78.28,8504,842,142,4425.13,0.09901222953904046,4346.85,0.16864608076009502,56.52950945324476,2024-06
668,2024-06-16,Google Ads,222.44,4263,303,28,1224.06,0.07107670654468684,1001.6199999999999,0.0924092409240924,5.502877180363244,2024-06
669,2024-06-16,Facebook Ads,561.39,2067,101,2,50.69,0.04886308659893566,-510.7,0.019801980198019802,0.09029373519300309,2024-06
670,2024-06-16,Instagram,377.14,10862,460,32,1174.91,0.042349475234763394,797.7700000000001,0.06956521739130435,3.115315267539906,2024-06
671,2024-06-16,Email,87.32,1850,190,27,1022.46,0.10270270270270271,935.1400000000001,0.14210526315789473,11.709344938158498,2024-06
672,2024-06-17,Google Ads,440.71,3872,224,25,1058.7,0.05785123966942149,617.99,0.11160714285714286,2.4022599895622974,2024-06
673,2024-06-17,Facebook Ads,174.62,4553,123,9,110.55,0.027015154842960687,-64.07000000000001,0.07317073170731707,0.6330889932424694,2024-06
674,2024-06-17,Instagram,362.72,4006,255,13,397.92,0.063654518222666,35.19999999999999,0.050980392156862744,1.0970445522717247,2024-06
675,2024-06-17,Email,157.24,10069,1016,139,1595.01,0.10090376402820539,1437.77,0.13681102362204725,10.14379292800814,2024-06
676,2024-06-18,Google Ads,220.6,3420,203,24,212.71,0.05935672514619883,-7.889999999999986,0.11822660098522167,0.9642339075249321,2024-06
677,2024-06-18,Facebook Ads,419.25,7110,428,39,800.64,0.06019690576652602,381.39,0.0911214953271028,1.909695885509839,2024-06
678,2024-06-18,Instagram,247.96,4808,253,22,627.7,0.05262063227953411,379.74,0.08695652173913043,2.5314566865623487,2024-06
679,2024-06-18,Email,53.64,2467,279,48,2091.48,0.1130928252938792,2037.84,0.17204301075268819,38.991051454138706,2024-06
680,2024-06-19,Google Ads,497.02,7479,373,27,1246.05,0.04987297767081161,749.03,0.07238605898123325,2.5070419701420468,2024-06
681,2024-06-19,Facebook Ads,459.08,7558,386,26,422.59,0.051071712093146336,-36.49000000000001,0.06735751295336788,0.9205149429293369,2024-06
682,2024-06-19,Instagram,171.15,9760,389,31,666.23,0.03985655737704918,495.08000000000004,0.07969151670951156,3.8926672509494593,2024-06
683,2024-06-19,Email,136.64,11028,854,149,3522.6,0.0774392455567646,3385.96,0.17447306791569087,25.78015222482436,2024-06
684,2024-06-20,Google Ads,467.97,6757,408,56,2588.87,0.060381826254254846,2120.8999999999996,0.13725490196078433,5.532128127871444,2024-06
685,2024-06-20,Facebook Ads,330.45,3496,120,7,290.98,0.034324942791762014,-39.46999999999997,0.058333333333333334,0.8805568164623998,2024-06
686,2024-06-20,Instagram,192.16,11115,644,25,1070.37,0.05793972109761583,878.2099999999999,0.03881987577639751,5.570201915070774,2024-06
687,2024-06-20,Email,182.57,2908,290,42,442.85,0.09972489683631362,260.28000000000003,0.14482758620689656,2.425644958098264,2024-06
688,2024-06-21,Google Ads,566.3,5956,246,35,509.98,0.041302887844190735,-56.319999999999936,0.14227642276422764,0.900547413031962,2024-06
689,2024-06-21,Facebook Ads,400.56,11004,336,24,988.18,0.030534351145038167,587.6199999999999,0.07142857142857142,2.4669962053125625,2024-06
690,2024-06-21,Instagram,330.22,8384,429,8,182.3,0.05116889312977099,-147.92000000000002,0.018648018648018648,0.5520562049542729,2024-06
691,2024-06-21,Email,125.44,7547,742,33,657.95,0.09831721213727308,532.51,0.0444743935309973,5.245137117346939,2024-06
692,2024-06-22,Google Ads,593.6,2707,147,17,476.65,0.05430365718507573,-116.95000000000005,0.11564625850340136,0.8029818059299191,2024-06
693,2024-06-22,Facebook Ads,500.19,8650,287,7,228.52,0.033179190751445084,-271.66999999999996,0.024390243902439025,0.45686639077150687,2024-06
694,2024-06-22,Instagram,348.72,10920,305,20,799.52,0.027930402930402932,450.79999999999995,0.06557377049180328,2.2927276898371183,2024-06
695,2024-06-22,Email,57.02,8510,763,115,4525.76,0.08965922444183314,4468.74,0.15072083879423329,79.37144861452121,2024-06
696,2024-06-23,Google Ads,248.38,4936,388,45,1625.82,0.07860615883306321,1377.44,0.11597938144329897,6.54569611079797,2024-06
697,2024-06-23,Facebook Ads,452.33,9258,417,41,1613.41,0.04504212572909916,1161.0800000000002,0.09832134292565947,3.566887007273451,2024-06
698,2024-06-23,Instagram,114.91,8206,375,17,693.85,0.04569826955885937,578.94,0.04533333333333334,6.038203811678706,2024-06
699,2024-06-23,Email,95.11,3589,324,48,1121.15,0.09027584285316244,1026.0400000000002,0.14814814814814814,11.787929765534646,2024-06
700,2024-06-24,Google Ads,348.34,6976,408,52,994.56,0.058486238532110095,646.22,0.12745098039215685,2.855141528391801,2024-06
701,2024-06-24,Facebook Ads,286.05,11586,671,45,461.89,0.0579147246677024,175.83999999999997,0.06706408345752608,1.6147177066946337,2024-06
702,2024-06-24,Instagram,183.69,6925,439,31,367.97,0.06339350180505415,184.28000000000003,0.07061503416856492,2.003211933148239,2024-06
703,2024-06-24,Email,163.8,10677,1023,150,2028.06,0.09581343073897162,1864.26,0.1466275659824047,12.38131868131868,2024-06
704,2024-06-25,Google Ads,252.73,3833,216,20,673.39,0.05635272632402818,420.65999999999997,0.09259259259259259,2.6644640525461956,2024-06
705,2024-06-25,Facebook Ads,315.16,11255,112,5,186.6,0.0099511328298534,-128.56000000000003,0.044642857142857144,0.5920802132250285,2024-06
706,2024-06-25,Instagram,232.61,10353,481,24,1140.58,0.04645996329566309,907.9699999999999,0.0498960498960499,4.903400541679205,2024-06
707,2024-06-25,Email,61.67,3308,387,59,532.63,0.11698911729141476,470.96,0.1524547803617571,8.63677639046538,2024-06
708,2024-06-26,Google Ads,494.15,4449,303,24,961.27,0.06810519217801753,467.12,0.07920792079207921,1.945300010118385,2024-06
709,2024-06-26,Facebook Ads,207.01,1880,92,5,222.6,0.04893617021276596,15.590000000000003,0.05434782608695652,1.0753103714796386,2024-06
710,2024-06-26,Instagram,144.1,8046,388,28,410.43,0.04822271936365896,266.33000000000004,0.07216494845360824,2.84823039555864,2024-06
711,2024-06-26,Email,126.92,8121,693,99,813.25,0.08533431843369044,686.33,0.14285714285714285,6.4075795776867315,2024-06
712,2024-06-27,Google Ads,392.94,6051,361,60,2680.12,0.05965956040323914,2287.18,0.16620498614958448,6.820685091871533,2024-06
713,2024-06-27,Facebook Ads,474.85,4024,192,16,619.71,0.04771371769383698,144.86,0.08333333333333333,1.3050647572917764,2024-06
714,2024-06-27,Instagram,322.32,7672,463,19,227.26,0.06034932221063608,-95.06,0.04103671706263499,0.7050757011665425,2024-06
715,2024-06-27,Email,119.06,3170,306,14,820.48,0.09652996845425868,701.4200000000001,0.0457516339869281,6.891315303208466,2024-06
716,2024-06-28,Google Ads,229.59,5974,446,65,811.73,0.0746568463341145,582.14,0.14573991031390135,3.535563395618276,2024-06
717,2024-06-28,Facebook Ads,214.1,4123,130,8,341.69,0.03153043900072763,127.59,0.06153846153846154,1.5959364782811771,2024-06
718,2024-06-28,Instagram,146.31,8721,465,46,607.08,0.053319573443412455,460.77000000000004,0.0989247311827957,4.149272093500103,2024-06
719,2024-06-28,Email,126.47,7585,715,120,2458.85,0.0942649967040211,2332.38,0.16783216783216784,19.442160196093933,2024-06
720,2024-06-29,Google Ads,333.57,10062,462,62,1176.48,0.045915324985092425,842.9100000000001,0.1341991341991342,3.526935875528375,2024-06
721,2024-06-29,Facebook Ads,446.45,5855,251,24,231.69,0.04286934244235696,-214.76,0.09561752988047809,0.5189606898868855,2024-06
722,2024-06-29,Instagram,188.1,2479,129,1,28.34,0.05203711173860428,-159.76,0.007751937984496124,0.15066454013822436,2024-06
723,2024-06-29,Email,87.03,10070,1014,132,3993.97,0.10069513406156902,3906.9399999999996,0.1301775147928994,45.89187636447202,2024-06
724,2024-06-30,Google Ads,208.99,6828,327,40,327.21,0.04789103690685413,118.21999999999997,0.12232415902140673,1.565672998708072,2024-06
725,2024-06-30,Facebook Ads,156.32,5935,271,24,751.59,0.04566133108677338,595.27,0.08856088560885608,4.8080220061412495,2024-06
726,2024-06-30,Instagram,141.76,6844,387,19,444.7,0.0565458796025716,302.94,0.04909560723514212,3.136992099322799,2024-06
727,2024-06-30,Email,163.84,6150,618,101,1910.78,0.10048780487804879,1746.94,0.1634304207119741,11.6624755859375,2024-06
728,2024-07-01,Google Ads,467.6,1734,118,12,413.48,0.06805074971164937,-54.120000000000005,0.1016949152542373,0.8842600513259196,2024-07
729,2024-07-01,Facebook Ads,482.83,5138,153,16,300.2,0.029778123783573376,-182.63,0.10457516339869281,0.6217509268272476,2024-07
730,2024-07-01,Instagram,126.92,2911,129,5,231.53,0.044314668498797664,104.61,0.03875968992248062,1.8242199810904507,2024-07
731,2024-07-01,Email,116.33,3614,345,51,965.25,0.09546209186496957,848.92,0.14782608695652175,8.2975156881286,2024-07
732,2024-07-02,Google Ads,413.12,1718,87,10,427.84,0.05064027939464494,14.71999999999997,0.11494252873563218,1.0356312935708751,2024-07
733,2024-07-02,Facebook Ads,417.51,10257,512,34,1014.49,0.04991712976503851,596.98,0.06640625,2.429857967473833,2024-07
734,2024-07-02,Instagram,340.01,3245,128,12,109.68,0.039445300462249616,-230.32999999999998,0.09375,0.32257874768389166,2024-07
